9,21,26,35
51,42,45,96
92,54,100,54
49,32,52,38
82,51,87,11
21,61,51,63
85,58,89,27
73,47,33,33
69,88,85,17
33,9,57,34
7,46,44,5
3,60,42,28
18,6,27,82
65,35,8,49
45,82,5,38
95,21,42,6
79,13,20,69
40,43,18,61
77,19,49,25
52,10,70,41
17,81,56,28
56,40,60,62
65,72,79,31
26,57,62,30
21,78,3,75
86,91,56,61
43,4,55,92
90,76,57,32
17,43,23,1
78,68,90,8
22,21,80,98
7,53,8,34
53,17,90,35
61,4,32,55
41,43,87,94
99,38,29,62
56,4,71,70
59,72,88,87
97,28,71,97
68,35,84,15
86,25,54,93
79,25,31,37
60,82,72,52
86,96,31,79
24,100,17,45
43,46,57,5
21,79,77,41
5,75,36,2
70,44,60,16
83,38,98,44
86,2,78,51
43,51,38,71
41,15,38,36
95,3,63,7
7,2,33,82
65,42,56,62
20,81,11,65
30,1,90,1
60,59,16,54
68,14,56,49
75,77,24,8
71,98,95,98
77,26,88,12
84,54,38,95
50,84,1,3
14,54,92,9
38,17,21,42
85,20,15,93
34,17,75,41
40,73,99,6
67,42,75,57
76,74,21,37
54,95,43,82
45,40,16,94
60,62,95,35
17,74,1,12
82,42,51,62
26,38,99,59
59,24,9,52
98,76,92,12
100,73,2,36
42,9,96,52
59,24,7,76
84,33,90,31
90,66,10,32
2,15,93,51
75,8,18,90
40,88,76,8
29,7,37,58
52,86,21,23
53,32,21,99
46,43,82,66
16,64,14,2
73,99,3,29
43,89,9,67
22,2,58,17
51,24,13,21
45,84,13,79
15,83,58,95
100,90,24,65
48,17,49,36
12,84,55,27
65,37,55,67
33,56,95,81
21,28,100,55
4,15,94,54
26,85,67,6
90,100,99,1
98,10,92,3
23,17,64,10
63,53,71,49
50,85,67,57
100,74,3,16
18,36,87,44
30,7,100,23
70,65,36,83
81,4,91,63
36,13,8,9
12,62,40,44
90,31,80,97
3,63,24,67
74,28,17,51
57,43,3,4
23,28,8,16
12,31,33,59
81,24,70,31
3,21,37,23
58,48,53,86
24,27,47,20
28,73,99,4
5,85,89,69
79,45,20,80
21,93,94,42
35,92,70,76
2,92,56,22
68,22,11,24
100,39,10,75
35,12,68,30
68,27,96,61
8,19,23,22
81,86,70,10
97,8,41,83
52,82,45,24
19,68,6,61
50,57,58,65
96,37,83,25
67,55,18,10
52,45,21,17
24,68,6,22
21,52,82,46
60,100,89,82
14,62,3,40
49,12,26,15
50,63,51,19
35,39,58,88
46,11,7,80
25,22,64,44
47,44,75,46
31,96,56,37
18,19,49,22
24,81,91,19
91,82,77,66
42,32,60,89
88,12,22,59
58,68,45,19
78,36,63,63
78,40,83,98
73,98,100,91
10,88,64,71
34,81,55,73
78,29,39,18
85,99,90,92
72,91,85,56
47,64,4,89
72,35,75,86
19,66,31,12
26,62,68,43
8,71,94,46
1,62,14,84
57,93,89,65
54,12,23,75
39,1,95,73
67,76,27,29
54,5,53,17
42,22,18,5
89,16,10,41
2,9,21,45
18,1,57,62
34,41,9,28
29,44,26,61
20,88,78,66
71,51,42,18
66,85,36,49
15,55,5,36
75,2,55,19
88,14,79,61
91,93,2,10
59,1,43,48
40,39,54,37
52,80,45,46
42,69,5,83
70,90,57,59
82,10,21,50
57,80,16,66
29,33,87,46
46,27,37,81
42,95,19,17
18,16,26,6
37,47,34,62
46,53,77,58
93,81,85,66
11,86,87,7
4,55,61,91
33,29,53,20
4,62,19,53
8,2,3,61
53,54,34,89
83,2,49,21
57,2,63,52
61,3,31,57
6,52,29,99
18,23,85,35
59,53,95,96
31,85,74,46
13,28,81,64
41,48,1,92
26,83,28,47
88,90,10,65
45,55,4,72
20,53,55,24
55,32,45,79
81,52,5,62
87,95,100,56
34,93,94,87
59,12,2,76
95,48,6,65
63,71,19,49
67,66,88,50
63,29,86,69
13,85,79,56
29,51,15,76
27,99,47,75
86,62,34,17
86,60,53,55
2,59,35,65
5,4,13,40
84,45,16,74
29,89,35,69
48,81,36,6
29,98,56,85
57,39,98,5
16,15,7,74
83,61,50,17
63,41,42,91
89,85,73,34
46,29,31,70
74,44,9,5
67,1,68,73
8,8,48,16
28,33,76,10
37,25,75,72
30,60,42,95
20,1,91,15
73,96,25,90
81,66,37,24
14,89,30,96
2,23,82,77
97,93,58,98
80,45,97,61
94,2,2,64
97,4,69,26
2,86,70,61
70,28,96,57
44,30,62,81
81,92,42,51
92,25,84,40
30,33,34,39
68,23,61,50
21,2,70,96
10,54,73,46
63,67,14,41
84,77,7,79
30,59,45,92
53,75,43,81
60,31,16,96
14,27,96,6
79,17,50,90
79,75,70,84
46,67,41,23
2,47,16,95
42,58,58,85
49,16,60,92
68,86,91,40
3,79,25,5
32,81,45,23
90,77,57,42
49,18,20,29
61,50,83,70
92,69,94,69
3,2,4,78
99,98,70,26
37,27,31,88
81,80,44,42
20,51,64,59
84,39,54,67
51,72,35,98
15,69,24,54
95,26,56,69
4,17,12,17
61,41,69,27
61,26,82,33
61,68,60,17
65,66,4,39
73,35,32,17
31,14,67,63
23,87,37,12
63,11,74,5
53,96,18,52
22,22,59,18
60,56,66,19
4,36,51,2
78,81,52,100
91,71,78,77
58,84,4,28
2,26,39,63
27,15,24,97
26,36,6,80
68,29,5,66
23,60,92,51
32,34,90,92
62,38,95,88
100,66,51,55
76,62,75,30
64,17,10,43
23,9,15,2
6,25,65,7
74,14,84,26
49,92,78,21
94,2,61,70
85,99,84,14
83,60,95,31
40,35,74,32
99,48,19,6
66,39,89,45
11,78,22,91
96,79,4,13
20,24,50,50
25,34,28,82
27,22,91,6
73,47,80,33
26,62,81,66
8,53,53,66
69,29,53,47
7,90,19,26
18,97,76,65
2,73,14,32
95,60,25,47
13,76,29,62
69,9,42,54
39,51,88,37
85,74,64,8
65,79,67,82
85,41,32,55
44,62,16,69
4,68,54,42
1,4,98,80
6,16,15,73
10,46,6,70
90,5,71,98
84,17,5,37
57,65,66,70
33,21,18,96
17,97,39,14
54,81,95,81
93,12,12,53
71,2,48,17
42,70,61,72
69,68,21,86
82,75,99,81
46,62,30,73
16,11,54,4
94,99,53,70
85,86,41,63
46,82,61,69
1,96,18,70
89,15,46,56
90,49,86,92
96,10,41,83
33,96,24,6
54,89,87,80
6,82,56,82
82,32,8,18
99,28,1,48
31,82,6,91
45,75,14,47
59,8,99,6
98,90,24,89
68,98,57,4
35,5,78,92
27,45,21,79
3,17,56,31
33,76,94,40
79,29,93,84
11,43,91,32
13,42,56,73
38,87,66,70
37,42,43,35
91,82,48,81
62,5,59,55
35,52,46,27
75,33,6,13
88,86,11,81
81,7,40,47
61,74,65,33
85,40,2,53
89,9,15,61
71,59,96,20
48,56,96,72
71,76,21,68
5,38,35,93
24,45,43,41
32,99,11,90
53,68,21,98
54,49,61,19
1,81,28,49
5,67,2,26
93,65,83,30
91,66,84,65
13,67,30,88
39,40,16,95
41,48,69,27
86,75,56,54
56,51,88,64
48,23,94,25
75,70,48,70
78,56,61,37
71,39,9,49
47,10,99,28
1,28,41,20
61,77,11,66
62,15,57,52
7,49,47,15
70,43,75,56
93,46,7,64
9,43,97,97
96,40,92,58
82,78,76,3
20,37,95,67
93,34,77,76
48,75,31,25
85,72,84,71
59,88,10,65
22,32,32,66
36,36,62,48
82,57,43,68
16,87,64,48
45,86,42,45
65,10,56,39
92,66,90,39
43,98,36,21
90,43,9,93
63,4,40,69
36,12,61,88
16,97,53,76
51,69,58,96
72,45,15,74
48,80,91,40
42,17,56,97
94,82,57,63
97,27,47,39
23,18,73,57
51,69,19,54
54,40,16,44
72,1,44,18
98,13,96,83
59,39,40,85
96,14,1,11
90,75,82,21
1,93,69,38
3,89,48,95
28,6,43,76
76,56,58,18
97,21,49,74
75,60,30,95
37,46,88,89
93,69,50,37
90,20,14,72
60,63,5,66
70,48,31,51
25,89,56,85
15,43,57,14
88,41,77,57
72,75,35,87
72,26,99,10
41,39,43,37
88,75,50,10
70,85,5,72
68,73,65,42
59,24,89,30
71,22,44,3
16,89,93,47
61,74,32,27
89,51,55,53
77,31,98,33
58,43,61,10
35,92,13,6
83,40,91,22
8,49,22,84
37,54,73,33
59,98,71,13
9,79,67,31
50,12,18,78
8,46,55,95
92,49,56,15
31,73,92,51
9,86,24,81
34,6,74,36
11,84,25,51
88,45,17,92
47,58,84,36
56,91,3,81
42,70,35,33
56,86,73,33
100,26,17,71
70,87,64,7
50,28,62,99
34,59,52,8
84,15,5,88
11,86,96,80
27,99,21,40
100,81,45,36
90,88,55,56
78,49,87,67
50,69,83,23
12,16,73,86
57,4,90,94
39,14,76,18
26,94,27,77
40,3,60,14
8,25,10,11
5,8,10,42
42,57,98,4
100,23,17,27
64,86,12,74
84,31,98,42
81,11,94,2
25,85,54,40
35,61,1,68
34,88,52,48
98,50,2,13
28,96,64,65
